username,user_id,email,user_role,ip_address,device_type,action,session_id,session_period,timestamp,is_sensitive_action,is_failed_action
dung,dung,dung@hospital.com,offline_access,210.5.32.130,desktop,user_login,session_1760662903914_h50jejvpa,30,2025-10-16T14:01:57.564Z,1,0
dung,dung,dung@hospital.com,offline_access,210.5.32.130,desktop,user_logout,session_1760661214659_7tj71vbjq,30,2025-10-16T14:01:43.821Z,1,0
dung,dung,dung@hospital.com,offline_access,210.5.32.130,desktop,click_logout_header,session_1760661214659_7tj71vbjq,30,2025-10-16T14:01:43.447Z,1,0
dung,dung,dung@hospital.com,offline_access,210.5.32.130,desktop,user_logout,session_1760661214659_7tj71vbjq,28,2025-10-16T14:01:43.071Z,1,0
admin,admin,admin@hospital.com,manager,210.5.32.130,desktop,page_view_unified_admin_dashboard,session_1760662582812_0wopa9hpx,4,2025-10-16T14:01:18.935Z,1,0
admin,admin,admin@hospital.com,manager,210.5.32.130,desktop,user_login,session_1760662582812_0wopa9hpx,4,2025-10-16T14:01:18.582Z,1,0
admin,admin,admin@hospital.com,manager,210.5.32.130,desktop,click_nav_user_activity_header_dropdown,session_1760662582812_0wopa9hpx,2,2025-10-16T13:58:47.398Z,0,0
admin,admin,admin@hospital.com,manager,210.5.32.130,desktop,navigate_/admin/activity_to_/admin/activity,session_1760662582812_0wopa9hpx,2,2025-10-16T13:58:47.070Z,1,0
admin,admin,admin@hospital.com,manager,210.5.32.130,desktop,click_nav_audit_logs_header,session_1760662582812_0wopa9hpx,2,2025-10-16T13:58:42.254Z,1,0
admin,admin,admin@hospital.com,manager,210.5.32.130,desktop,navigate_/admin/activity_to_/admin/activity,session_1760662582812_0wopa9hpx,2,2025-10-16T13:58:41.944Z,1,0
admin,admin,admin@hospital.com,manager,210.5.32.130,desktop,page_view_unified_admin_dashboard,session_1760662582812_0wopa9hpx,2,2025-10-16T13:58:39.474Z,1,0
admin,admin,admin@hospital.com,manager,210.5.32.130,desktop,user_login,session_1760662582812_0wopa9hpx,2,2025-10-16T13:58:39.060Z,1,0
dung,dung,dung@hospital.com,offline_access,210.5.32.130,desktop,page_view_user_dashboard_dung,session_1760661214659_7tj71vbjq,24,2025-10-16T13:58:31.262Z,0,0
dung,dung,dung@hospital.com,offline_access,210.5.32.130,desktop,page_view_home,session_1760661214659_7tj71vbjq,24,2025-10-16T13:58:30.975Z,0,0
dung,dung,dung@hospital.com,offline_access,210.5.32.130,desktop,user_login,session_1760661214659_7tj71vbjq,24,2025-10-16T13:58:30.653Z,1,0
dung,dung,dung@hospital.com,offline_access,210.5.32.130,desktop,page_view_prescriptions,session_1760662683465_dtggmrumv,30,2025-10-16T13:58:30.333Z,0,0
dung,dung,dung@hospital.com,offline_access,210.5.32.130,desktop,click_nav_prescriptions_header,session_1760662683465_dtggmrumv,30,2025-10-16T13:58:30.000Z,0,0
dung,dung,dung@hospital.com,offline_access,210.5.32.130,desktop,navigate_/dung/records_to_/dung/prescriptions,session_1760662683465_dtggmrumv,30,2025-10-16T13:58:29.710Z,0,0
dung,dung,dung@hospital.com,offline_access,210.5.32.130,desktop,page_view_medical_records,session_1760662683465_dtggmrumv,30,2025-10-16T13:58:29.351Z,0,0
dung,dung,dung@hospital.com,offline_access,210.5.32.130,desktop,click_nav_records_header,session_1760662683465_dtggmrumv,30,2025-10-16T13:58:28.974Z,0,0
dung,dung,dung@hospital.com,offline_access,210.5.32.130,desktop,navigate_/dung_to_/dung/records,session_1760662683465_dtggmrumv,30,2025-10-16T13:58:28.550Z,0,0
dung,dung,dung@hospital.com,offline_access,210.5.32.130,desktop,page_view_user_dashboard_dung,session_1760662683465_dtggmrumv,30,2025-10-16T13:58:27.231Z,0,0
dung,dung,dung@hospital.com,offline_access,210.5.32.130,desktop,page_view_home,session_1760662683465_dtggmrumv,30,2025-10-16T13:58:26.886Z,0,0
dung,dung,dung@hospital.com,offline_access,210.5.32.130,desktop,user_login,session_1760662683465_dtggmrumv,30,2025-10-16T13:58:26.545Z,1,0
admin,admin,admin@hospital.com,manager,210.5.32.130,desktop,click_nav_audit_logs_header,session_1760662582812_0wopa9hpx,1,2025-10-16T13:57:29.327Z,1,0
admin,admin,admin@hospital.com,manager,210.5.32.130,desktop,navigate_/admin_to_/admin/activity,session_1760662582812_0wopa9hpx,1,2025-10-16T13:57:29.037Z,1,0
admin,admin,admin@hospital.com,manager,210.5.32.130,desktop,page_view_unified_admin_dashboard,session_1760662582812_0wopa9hpx,1,2025-10-16T13:57:26.651Z,1,0
admin,admin,admin@hospital.com,manager,210.5.32.130,desktop,page_view_home,session_1760662582812_0wopa9hpx,1,2025-10-16T13:57:26.362Z,0,0
admin,admin,admin@hospital.com,manager,210.5.32.130,desktop,click_nav_users_header,session_1760662582812_0wopa9hpx,1,2025-10-16T13:57:26.050Z,0,0
admin,admin,admin@hospital.com,manager,210.5.32.130,desktop,navigate_/admin/activity_to_/admin/users,session_1760662582812_0wopa9hpx,1,2025-10-16T13:57:25.736Z,1,0
admin,admin,admin@hospital.com,manager,210.5.32.130,desktop,click_nav_audit_logs_header,session_1760662582812_0wopa9hpx,30,2025-10-16T13:57:18.901Z,1,0
admin,admin,admin@hospital.com,manager,210.5.32.130,desktop,navigate_/admin_to_/admin/activity,session_1760662582812_0wopa9hpx,30,2025-10-16T13:57:18.574Z,1,0
admin,admin,admin@hospital.com,manager,210.5.32.130,desktop,page_view_unified_admin_dashboard,session_1760662582812_0wopa9hpx,30,2025-10-16T13:57:09.421Z,1,0
admin,admin,admin@hospital.com,manager,210.5.32.130,desktop,user_login,session_1760662582812_0wopa9hpx,30,2025-10-16T13:57:09.103Z,1,0
admin,admin,admin@hospital.com,manager,210.5.32.130,desktop,click_nav_compliance_reporting_header_dropdown,session_1760662582812_0wopa9hpx,30,2025-10-16T13:57:01.758Z,0,0
admin,admin,admin@hospital.com,manager,210.5.32.130,desktop,navigate_/admin/activity_to_/admin/compliance,session_1760662582812_0wopa9hpx,30,2025-10-16T13:57:01.447Z,1,0
admin,admin,admin@hospital.com,manager,210.5.32.130,desktop,click_nav_audit_logs_header,session_1760662582812_0wopa9hpx,30,2025-10-16T13:57:00.028Z,1,0
admin,admin,admin@hospital.com,manager,210.5.32.130,desktop,navigate_/admin_to_/admin/activity,session_1760662582812_0wopa9hpx,30,2025-10-16T13:56:59.712Z,1,0
admin,admin,admin@hospital.com,manager,210.5.32.130,desktop,page_view_unified_admin_dashboard,session_1760662582812_0wopa9hpx,30,2025-10-16T13:56:49.670Z,1,0
admin,admin,admin@hospital.com,manager,210.5.32.130,desktop,page_view_home,session_1760662582812_0wopa9hpx,30,2025-10-16T13:56:49.381Z,0,0
admin,admin,admin@hospital.com,manager,210.5.32.130,desktop,user_login,session_1760662582812_0wopa9hpx,30,2025-10-16T13:56:49.035Z,1,0
admin,user-3,admin@hospital.com,admin,192.168.1.94,desktop,view_audit_logs,session-3wb31iasp,30,2025-10-16T11:32:12.932Z,1,0
admin,user-3,admin@hospital.com,admin,192.168.1.218,desktop,access_lab_results,session-p6e40herm,30,2025-10-16T10:34:12.896Z,0,0
admin,user-3,admin@hospital.com,admin,192.168.1.142,desktop,logout,session-gg7iulvcb,30,2025-10-16T09:18:59.144Z,1,0
admin,user-3,admin@hospital.com,admin,192.168.1.141,desktop,update_patient_info,session-ynfqx0sh4,30,2025-10-16T04:59:31.327Z,0,0
admin,user-3,admin@hospital.com,admin,192.168.1.199,desktop,access_lab_results,session-b6hy8r06h,30,2025-10-16T03:00:30.227Z,0,0
admin,user-3,admin@hospital.com,admin,192.168.1.195,desktop,schedule_appointment,session-k8t5gty1i,30,2025-10-15T21:52:36.633Z,0,0
admin,user-3,admin@hospital.com,admin,192.168.1.28,desktop,access_lab_results,session-9mljrnr9l,30,2025-10-15T20:02:34.702Z,0,0
admin,user-3,admin@hospital.com,admin,192.168.1.124,desktop,login,session-uojwmdwlh,30,2025-10-15T18:20:42.132Z,1,0
admin,user-3,admin@hospital.com,admin,192.168.1.128,desktop,access_lab_results,session-40oqz46h7,30,2025-10-15T17:44:00.770Z,0,0
admin,user-3,admin@hospital.com,admin,192.168.1.48,desktop,access_pharmacy,session-owujn2uip,30,2025-10-15T16:20:54.840Z,0,0
admin,user-3,admin@hospital.com,admin,192.168.1.251,desktop,view_financial_data,session-jwwyfu05o,30,2025-10-15T16:00:58.568Z,1,0
admin,user-3,admin@hospital.com,admin,192.168.1.2,desktop,logout,session-4wu4g7pkc,30,2025-10-15T04:33:52.167Z,1,0
admin,user-3,admin@hospital.com,admin,192.168.1.202,desktop,update_patient_info,session-vmc1373pb,30,2025-10-15T02:38:20.420Z,0,0
admin,user-3,admin@hospital.com,admin,192.168.1.167,desktop,update_patient_info,session-jvl3y2g8x,30,2025-10-15T00:57:41.896Z,0,0
admin,user-3,admin@hospital.com,admin,192.168.1.229,desktop,login,session-hyofk6l26,30,2025-10-14T18:32:28.265Z,1,0
admin,user-3,admin@hospital.com,admin,192.168.1.129,desktop,access_pharmacy,session-szeiwfnmv,30,2025-10-14T16:24:39.141Z,0,0
admin,user-3,admin@hospital.com,admin,192.168.1.1,desktop,logout,session-7m0di2ard,30,2025-10-14T12:18:05.245Z,1,0
admin,user-3,admin@hospital.com,admin,192.168.1.76,desktop,view_financial_data,session-qkjn14qln,30,2025-10-14T11:54:12.609Z,1,0
admin,user-3,admin@hospital.com,admin,192.168.1.107,desktop,update_patient_info,session-91jgejb92,30,2025-10-14T09:52:41.724Z,0,0
admin,user-3,admin@hospital.com,admin,192.168.1.112,desktop,view_patient_record,session-z92wj1wft,30,2025-10-14T08:15:24.670Z,0,0
admin,user-3,admin@hospital.com,admin,192.168.1.70,desktop,view_patient_record,session-6fry3n0v3,30,2025-10-13T17:54:27.211Z,0,0
admin,user-3,admin@hospital.com,admin,192.168.1.250,desktop,access_pharmacy,session-jn6mtr47t,30,2025-10-13T16:45:38.956Z,0,0
admin,user-3,admin@hospital.com,admin,192.168.1.222,desktop,update_medication,session-fr5ion1nv,30,2025-10-13T12:53:04.518Z,0,0
admin,user-3,admin@hospital.com,admin,192.168.1.124,desktop,access_pharmacy,session-05lb3h475,30,2025-10-13T09:44:03.967Z,0,0
admin,user-3,admin@hospital.com,admin,192.168.1.167,desktop,view_patient_record,session-njg63px4b,30,2025-10-13T05:51:37.449Z,0,0
admin,user-3,admin@hospital.com,admin,192.168.1.38,desktop,view_audit_logs,session-evi3h2skd,30,2025-10-12T22:08:35.767Z,1,0
admin,user-3,admin@hospital.com,admin,192.168.1.22,desktop,access_lab_results,session-shoxon460,30,2025-10-12T21:13:13.802Z,0,0
admin,user-3,admin@hospital.com,admin,192.168.1.249,desktop,view_patient_record,session-ejlgemyi8,30,2025-10-12T19:42:30.698Z,0,0
admin,user-3,admin@hospital.com,admin,192.168.1.9,desktop,schedule_appointment,session-b32j20mpo,30,2025-10-12T12:25:15.815Z,0,0
admin,user-3,admin@hospital.com,admin,192.168.1.223,desktop,schedule_appointment,session-q06qcndmp,30,2025-10-12T10:47:13.475Z,0,0
admin,user-3,admin@hospital.com,admin,192.168.1.208,desktop,update_patient_info,session-i329s8rdh,30,2025-10-12T08:46:16.471Z,0,0
admin,user-3,admin@hospital.com,admin,192.168.1.214,desktop,update_patient_info,session-vrj4phphm,30,2025-10-12T08:24:49.040Z,0,0
admin,user-3,admin@hospital.com,admin,192.168.1.17,desktop,view_financial_data,session-y0rk4811i,30,2025-10-12T03:06:33.961Z,1,0
admin,user-3,admin@hospital.com,admin,192.168.1.187,desktop,schedule_appointment,session-u4q54hkji,30,2025-10-12T01:29:24.109Z,0,0
admin,user-3,admin@hospital.com,admin,192.168.1.77,desktop,logout,session-tl7fwfwi4,30,2025-10-12T01:12:36.106Z,1,0
admin,user-3,admin@hospital.com,admin,192.168.1.123,desktop,view_financial_data,session-ff7ewx0sv,30,2025-10-11T23:27:02.403Z,1,0
admin,user-3,admin@hospital.com,admin,192.168.1.48,desktop,view_financial_data,session-4dq4qy8mj,30,2025-10-11T22:32:45.371Z,1,0
admin,user-3,admin@hospital.com,admin,192.168.1.249,desktop,view_financial_data,session-2bwkovk8c,30,2025-10-11T18:58:25.681Z,1,0
admin,user-3,admin@hospital.com,admin,192.168.1.212,desktop,update_patient_info,session-uft0cflmo,30,2025-10-11T16:01:58.332Z,0,0
admin,user-3,admin@hospital.com,admin,192.168.1.45,desktop,login,session-du5uwffdm,30,2025-10-11T10:02:25.675Z,1,0
admin,user-3,admin@hospital.com,admin,192.168.1.252,desktop,access_lab_results,session-y3o1va0fg,30,2025-10-11T06:54:38.718Z,0,0
admin,user-3,admin@hospital.com,admin,192.168.1.17,desktop,view_audit_logs,session-aikm372dl,30,2025-10-11T01:10:52.144Z,1,0
admin,user-3,admin@hospital.com,admin,192.168.1.72,desktop,logout,session-jpatemjwc,30,2025-10-10T07:37:38.778Z,1,0
admin,user-3,admin@hospital.com,admin,192.168.1.120,desktop,access_pharmacy,session-d398mkdp9,30,2025-10-10T07:15:34.685Z,0,0
admin,user-3,admin@hospital.com,admin,192.168.1.211,desktop,logout,session-88xaoqiqh,30,2025-10-09T11:56:33.680Z,1,0
admin,user-3,admin@hospital.com,admin,192.168.1.54,desktop,access_lab_results,session-zk17cldzv,30,2025-10-09T00:05:11.954Z,0,0
admin,user-3,admin@hospital.com,admin,192.168.1.131,desktop,schedule_appointment,session-sytvpztcr,30,2025-10-08T19:38:27.939Z,0,0
admin,user-3,admin@hospital.com,admin,192.168.1.168,desktop,schedule_appointment,session-kcxz9js7r,30,2025-10-08T19:25:45.247Z,0,0
admin,user-3,admin@hospital.com,admin,192.168.1.19,desktop,view_audit_logs,session-3b2h7043s,30,2025-10-08T18:13:01.293Z,1,0
admin,user-3,admin@hospital.com,admin,192.168.1.167,desktop,login,session-mjr641n9g,30,2025-10-08T04:59:59.756Z,1,0
admin,user-3,admin@hospital.com,admin,192.168.1.136,desktop,view_patient_record,session-pc92ddjt4,30,2025-10-08T03:52:56.512Z,0,0
admin,user-3,admin@hospital.com,admin,192.168.1.227,desktop,update_patient_info,session-v56gd8sge,30,2025-10-08T03:12:19.510Z,0,0
admin,user-3,admin@hospital.com,admin,192.168.1.149,desktop,update_medication,session-9o2so5tv5,30,2025-10-08T02:47:42.239Z,0,0
admin,user-3,admin@hospital.com,admin,192.168.1.235,desktop,view_audit_logs,session-8cj2kknwv,30,2025-10-08T01:24:40.479Z,1,0
admin,user-3,admin@hospital.com,admin,192.168.1.220,desktop,logout,session-jf03bxqrc,30,2025-10-07T23:21:12.658Z,1,0
admin,user-3,admin@hospital.com,admin,192.168.1.181,desktop,schedule_appointment,session-401f5e0ok,30,2025-10-07T12:49:24.715Z,0,0
admin,user-3,admin@hospital.com,admin,192.168.1.219,desktop,access_lab_results,session-329y2mkxg,30,2025-10-07T05:57:01.809Z,0,0
admin,user-3,admin@hospital.com,admin,192.168.1.253,desktop,access_lab_results,session-2dj3h4f2k,30,2025-10-07T01:19:23.045Z,0,0
admin,user-3,admin@hospital.com,admin,192.168.1.78,desktop,schedule_appointment,session-9x630ojjf,30,2025-10-06T09:05:08.480Z,0,0
admin,user-3,admin@hospital.com,admin,192.168.1.22,desktop,login,session-qtfqm7jw1,30,2025-10-06T07:47:15.878Z,1,0
admin,user-3,admin@hospital.com,admin,192.168.1.127,desktop,access_pharmacy,session-j2gabqzpi,30,2025-10-05T16:29:04.191Z,0,0
admin,user-3,admin@hospital.com,admin,192.168.1.49,desktop,access_lab_results,session-si067vbz1,30,2025-10-05T16:17:03.606Z,0,0
admin,user-3,admin@hospital.com,admin,192.168.1.50,desktop,view_patient_record,session-mym9wj243,30,2025-10-05T15:54:13.795Z,0,0
admin,user-3,admin@hospital.com,admin,192.168.1.151,desktop,view_patient_record,session-3lzqtrp0j,30,2025-10-05T13:46:27.301Z,0,0
admin,user-3,admin@hospital.com,admin,192.168.1.151,desktop,logout,session-9ycqgvd0q,30,2025-10-05T11:28:26.225Z,1,0
admin,user-3,admin@hospital.com,admin,192.168.1.216,desktop,view_financial_data,session-hpfc6s0x8,30,2025-10-05T08:41:24.898Z,1,0
admin,user-3,admin@hospital.com,admin,192.168.1.30,desktop,access_lab_results,session-6nx9fpy2l,30,2025-10-05T07:17:08.420Z,0,0
admin,user-3,admin@hospital.com,admin,192.168.1.71,desktop,update_medication,session-j1fd6gw1r,30,2025-10-05T05:25:10.015Z,0,0
admin,user-3,admin@hospital.com,admin,192.168.1.161,desktop,view_audit_logs,session-2z3zlg5cv,30,2025-10-03T23:08:42.987Z,1,0
admin,user-3,admin@hospital.com,admin,192.168.1.85,desktop,login,session-ebxip72kl,30,2025-10-03T15:44:35.500Z,1,0
admin,user-3,admin@hospital.com,admin,192.168.1.128,desktop,logout,session-so275ckiq,30,2025-10-03T15:39:18.552Z,1,0
admin,user-3,admin@hospital.com,admin,192.168.1.82,desktop,access_lab_results,session-1e39sbgc6,30,2025-10-03T14:42:25.201Z,0,0
admin,user-3,admin@hospital.com,admin,192.168.1.108,desktop,update_patient_info,session-xokhga221,30,2025-10-02T12:47:26.589Z,0,0
admin,user-3,admin@hospital.com,admin,192.168.1.94,desktop,update_patient_info,session-ege6the0j,30,2025-10-02T05:37:34.857Z,0,0
admin,user-3,admin@hospital.com,admin,192.168.1.155,desktop,view_financial_data,session-cgj4vsmhv,30,2025-10-02T04:42:16.592Z,1,0
admin,user-3,admin@hospital.com,admin,192.168.1.184,desktop,view_audit_logs,session-qd1kjnpdc,30,2025-10-02T03:40:35.040Z,1,0
admin,user-3,admin@hospital.com,admin,192.168.1.169,desktop,schedule_appointment,session-ifrwxamrk,30,2025-10-01T05:48:32.423Z,0,0
admin,user-3,admin@hospital.com,admin,192.168.1.50,desktop,update_medication,session-g074agzz5,30,2025-10-01T03:43:22.291Z,0,0
admin,user-3,admin@hospital.com,admin,192.168.1.157,desktop,view_audit_logs,session-3b24mphhz,30,2025-10-01T02:10:59.756Z,1,0
admin,user-3,admin@hospital.com,admin,192.168.1.157,desktop,view_patient_record,session-z0irr5p0x,30,2025-10-01T00:37:07.666Z,0,0
admin,user-3,admin@hospital.com,admin,192.168.1.66,desktop,update_medication,session-xxfzrxcbg,30,2025-09-30T20:45:43.340Z,0,0
admin,user-3,admin@hospital.com,admin,192.168.1.154,desktop,schedule_appointment,session-q7alay72a,30,2025-09-30T12:59:50.165Z,0,0
admin,user-3,admin@hospital.com,admin,192.168.1.114,desktop,logout,session-tv2xfzes4,30,2025-09-30T11:21:10.902Z,1,0
admin,user-3,admin@hospital.com,admin,192.168.1.45,desktop,access_lab_results,session-zypo8vaj4,30,2025-09-30T08:58:50.092Z,0,0
admin,user-3,admin@hospital.com,admin,192.168.1.172,desktop,access_lab_results,session-x6lb0f4vc,30,2025-09-30T04:34:02.975Z,0,0
admin,user-3,admin@hospital.com,admin,192.168.1.213,desktop,access_lab_results,session-4lludkg7w,30,2025-09-30T04:21:10.780Z,0,0
admin,user-3,admin@hospital.com,admin,192.168.1.16,desktop,access_lab_results,session-5f0dx6ufx,30,2025-09-30T00:48:07.267Z,0,0
admin,user-3,admin@hospital.com,admin,192.168.1.146,desktop,update_patient_info,session-b9u55llr4,30,2025-09-29T15:06:51.842Z,0,0
admin,user-3,admin@hospital.com,admin,192.168.1.40,desktop,access_lab_results,session-8vkwfshaw,30,2025-09-29T10:55:55.602Z,0,0
admin,user-3,admin@hospital.com,admin,192.168.1.128,desktop,access_pharmacy,session-vbm946ebk,30,2025-09-29T02:05:13.288Z,0,0
admin,user-3,admin@hospital.com,admin,192.168.1.179,desktop,view_audit_logs,session-8641wed12,30,2025-09-29T01:08:41.653Z,1,0
admin,user-3,admin@hospital.com,admin,192.168.1.131,desktop,view_audit_logs,session-fawjzcyfu,30,2025-09-28T19:41:51.014Z,1,0
admin,user-3,admin@hospital.com,admin,192.168.1.85,desktop,view_patient_record,session-elp4w2acx,30,2025-09-28T12:09:00.900Z,0,0
admin,user-3,admin@hospital.com,admin,192.168.1.48,desktop,access_pharmacy,session-osd8ruvfy,30,2025-09-28T05:52:30.182Z,0,0
admin,user-3,admin@hospital.com,admin,192.168.1.110,desktop,view_audit_logs,session-axu66mngn,30,2025-09-27T23:02:16.229Z,1,0
admin,user-3,admin@hospital.com,admin,192.168.1.246,desktop,view_audit_logs,session-et9t1w5iv,30,2025-09-27T15:46:33.438Z,1,0
admin,user-3,admin@hospital.com,admin,192.168.1.254,desktop,logout,session-2p7pn42g1,30,2025-09-27T09:21:07.489Z,1,0
admin,user-3,admin@hospital.com,admin,192.168.1.74,desktop,login,session-bv9p7ldde,30,2025-09-27T00:48:24.892Z,1,0
admin,user-3,admin@hospital.com,admin,192.168.1.214,desktop,update_medication,session-laseg7uq8,30,2025-09-26T13:47:14.878Z,0,0
admin,user-3,admin@hospital.com,admin,192.168.1.137,desktop,view_audit_logs,session-6qql0e6b9,30,2025-09-26T13:30:57.576Z,1,0
admin,user-3,admin@hospital.com,admin,192.168.1.204,desktop,access_pharmacy,session-iwuuuk5nu,30,2025-09-26T12:53:40.924Z,0,0
admin,user-3,admin@hospital.com,admin,192.168.1.238,desktop,view_financial_data,session-un3z4m471,30,2025-09-26T11:46:15.160Z,1,0
admin,user-3,admin@hospital.com,admin,192.168.1.227,desktop,logout,session-p2l5ygjht,30,2025-09-26T05:00:35.492Z,1,0
admin,user-3,admin@hospital.com,admin,192.168.1.150,desktop,access_lab_results,session-chigkgo7y,30,2025-09-25T23:49:25.256Z,0,0
admin,user-3,admin@hospital.com,admin,192.168.1.101,desktop,logout,session-wocqnwlxm,30,2025-09-25T19:54:52.284Z,1,0
admin,user-3,admin@hospital.com,admin,192.168.1.168,desktop,view_audit_logs,session-plco16s98,30,2025-09-25T13:33:13.786Z,1,0
admin,user-3,admin@hospital.com,admin,192.168.1.98,desktop,update_patient_info,session-hxd87yvbq,30,2025-09-25T03:51:22.634Z,0,0
admin,user-3,admin@hospital.com,admin,192.168.1.141,desktop,access_lab_results,session-fr595t484,30,2025-09-24T22:14:16.943Z,0,0
admin,user-3,admin@hospital.com,admin,192.168.1.126,desktop,logout,session-2rkkl0ob7,30,2025-09-24T20:51:16.790Z,1,0
admin,user-3,admin@hospital.com,admin,192.168.1.133,desktop,schedule_appointment,session-6ez4jgxzv,30,2025-09-24T05:57:11.345Z,0,0
admin,user-3,admin@hospital.com,admin,192.168.1.84,desktop,access_pharmacy,session-4aqohiso6,30,2025-09-23T13:58:44.307Z,0,0
admin,user-3,admin@hospital.com,admin,192.168.1.250,desktop,view_patient_record,session-1jrtvmnr2,30,2025-09-23T05:10:54.892Z,0,0
admin,user-3,admin@hospital.com,admin,192.168.1.32,desktop,logout,session-49cdr9r24,30,2025-09-23T02:43:57.590Z,1,0
admin,user-3,admin@hospital.com,admin,192.168.1.75,desktop,view_financial_data,session-6ng22mnz6,30,2025-09-23T00:05:02.951Z,1,0
admin,user-3,admin@hospital.com,admin,192.168.1.201,desktop,view_financial_data,session-r7makyeeu,30,2025-09-22T23:43:15.745Z,1,0
admin,user-3,admin@hospital.com,admin,192.168.1.61,desktop,update_patient_info,session-mk60wiuie,30,2025-09-22T17:04:54.091Z,0,0
admin,user-3,admin@hospital.com,admin,192.168.1.198,desktop,view_financial_data,session-5saeeu7jy,30,2025-09-22T10:28:00.696Z,1,0
admin,user-3,admin@hospital.com,admin,192.168.1.62,desktop,access_pharmacy,session-ebumiypu7,30,2025-09-22T10:10:00.837Z,0,0
admin,user-3,admin@hospital.com,admin,192.168.1.146,desktop,view_financial_data,session-gsgqbmv8g,30,2025-09-21T20:28:08.403Z,1,0
admin,user-3,admin@hospital.com,admin,192.168.1.30,desktop,login,session-03fdga6r3,30,2025-09-21T17:29:08.010Z,1,0
