username,user_id,email,user_role,ip_address,hour,device_type,action,session_period,risk_score,risk_level,timestamp,is_weekend,is_business_hours,is_sensitive_action,is_failed_action,session_length_category
nurse_034,nurse_034,nurse_034@hospital.com,nurse,1.128.0.2,11,desktop,policy_violation,26,0.4,medium,2025-09-15T11:36:52.006576,False,True,False,False,short
guest_096,guest_096,guest_096@hospital.com,guest,210.5.32.146,20,mobile,page_view_home,29,0.6,high,2025-08-21T20:42:59.006576,False,False,False,False,short
nurse_056,nurse_056,nurse_056@hospital.com,nurse,24.114.123.46,9,mobile,access_patient_record,13,0.3,medium,2025-09-15T09:52:10.006576,False,True,False,False,short
employee_084,employee_084,employee_084@hospital.com,employee,41.203.72.5,15,desktop,page_view_home,35,0.4,medium,2025-08-29T15:50:41.006576,False,True,False,False,medium
doctor_014,doctor_014,doctor_014@hospital.com,doctor,24.114.123.45,22,mobile,user_login,17,0.35,medium,2025-08-31T22:46:31.006576,True,False,False,False,short
guest_100,guest_100,guest_100@hospital.com,guest,203.1.1.1,16,desktop,page_view_home,5,0.45,medium,2025-09-01T16:01:44.006576,False,True,False,False,short
employee_077,employee_077,employee_077@hospital.com,employee,27.72.59.13,9,mobile,user_logout,15,0.3,medium,2025-09-09T09:08:50.006576,False,True,False,False,short
employee_078,employee_078,employee_078@hospital.com,employee,81.2.69.144,11,mobile,user_login,9,0.35,medium,2025-09-12T11:21:47.006576,False,True,False,False,short
manager_006,manager_006,manager_006@hospital.com,manager,27.72.59.12,5,desktop,page_view_dashboard,148,0.35,medium,2025-09-20T05:56:37.006576,True,False,False,False,long
nurse_042,nurse_042,nurse_042@hospital.com,nurse,41.203.72.6,9,desktop,page_view_prescriptions,39,0.2,low,2025-09-12T09:12:43.006576,False,True,False,False,medium
nurse_039,nurse_039,nurse_039@hospital.com,nurse,24.114.123.47,21,desktop,click_nav_medical_header,50,0.3,medium,2025-08-31T21:39:04.006576,True,False,False,False,medium
doctor_025,doctor_025,doctor_025@hospital.com,doctor,8.8.8.10,7,mobile,page_view_medical_records,9,0.45,medium,2025-08-27T07:34:34.006576,False,False,False,False,short
doctor_011,doctor_011,doctor_011@hospital.com,doctor,1.128.0.1,9,desktop,user_login,354,0.3,medium,2025-09-07T09:45:15.006576,True,True,False,False,long
contractor_060,contractor_060,contractor_060@hospital.com,contractor,1.128.0.1,8,desktop,page_view_financial_data,9,0.5,high,2025-08-24T08:23:20.006576,True,False,False,False,short
nurse_053,nurse_053,nurse_053@hospital.com,nurse,86.1.2.3,18,mobile,user_logout,7,0.25,medium,2025-09-05T18:07:28.006576,False,False,False,False,short
nurse_049,nurse_049,nurse_049@hospital.com,nurse,81.2.69.144,10,mobile,click_nav_medical_header,7,0.2,low,2025-09-01T10:42:36.006576,False,True,False,False,short
employee_079,employee_079,employee_079@hospital.com,employee,105.112.96.12,2,desktop,user_login,16,0.4,medium,2025-09-06T02:08:57.006576,True,False,False,False,short
accountant_074,accountant_074,accountant_074@hospital.com,accountant,172.16.0.10,4,desktop,access_financial_report,58,0.45,medium,2025-08-31T04:21:48.006576,True,False,False,False,medium
employee_086,employee_086,employee_086@hospital.com,employee,81.2.69.144,7,desktop,page_view_home,60,0.35,medium,2025-08-21T07:29:37.006576,False,False,False,False,medium
employee_088,employee_088,employee_088@hospital.com,employee,86.1.2.3,16,desktop,page_view_home,16,0.35,medium,2025-09-11T16:11:53.006576,False,True,False,False,short
employee_087,employee_087,employee_087@hospital.com,employee,24.114.123.47,23,mobile,page_view_dashboard,63,0.45,medium,2025-08-29T23:55:51.006576,False,False,False,False,medium
guest_100,guest_100,guest_100@hospital.com,guest,117.239.195.1,1,desktop,page_view_dashboard,4,0.6,high,2025-09-20T01:24:56.006576,True,False,False,False,short
contractor_058,contractor_058,contractor_058@hospital.com,contractor,81.2.69.142,4,new,click_nav_financial_header,9,0.6,high,2025-09-12T04:55:27.006576,False,False,False,False,short
accountant_068,accountant_068,accountant_068@hospital.com,accountant,24.114.123.46,9,desktop,unauthorized_access_attempt,40,0.45,medium,2025-08-26T09:06:29.006576,False,True,False,True,medium
manager_007,manager_007,manager_007@hospital.com,manager,86.1.2.4,23,mobile,user_login,41,0.45,medium,2025-08-24T23:14:11.006576,True,False,False,False,medium
nurse_047,nurse_047,nurse_047@hospital.com,nurse,41.203.72.7,13,mobile,page_view_medical_records,53,0.2,low,2025-09-09T13:44:28.006576,False,True,False,False,medium
manager_004,manager_004,manager_004@hospital.com,manager,1.128.0.2,21,desktop,user_logout,31,0.4,medium,2025-08-27T21:00:08.006576,False,False,False,False,medium
nurse_035,nurse_035,nurse_035@hospital.com,nurse,210.5.32.146,4,desktop,unauthorized_access_attempt,2,0.4,medium,2025-09-11T04:40:18.006576,False,False,False,True,short
contractor_061,contractor_061,contractor_061@hospital.com,contractor,172.16.0.10,8,desktop,user_login,20,0.6,high,2025-08-28T08:59:52.006576,False,False,False,False,short
doctor_012,doctor_012,doctor_012@hospital.com,doctor,27.72.59.13,5,desktop,policy_violation,13,0.5,high,2025-08-26T05:28:56.007565,False,False,False,False,short
accountant_073,accountant_073,accountant_073@hospital.com,accountant,27.72.59.12,19,mobile,access_financial_report,81,0.45,medium,2025-09-06T19:16:45.007565,True,False,False,False,medium
employee_083,employee_083,employee_083@hospital.com,employee,203.1.1.1,22,mobile,page_view_home,21,0.45,medium,2025-08-27T22:13:00.007565,False,False,False,False,short
employee_080,employee_080,employee_080@hospital.com,employee,203.1.1.1,3,mobile,page_view_dashboard,30,0.35,medium,2025-08-25T03:23:19.007565,False,False,False,False,medium
nurse_036,nurse_036,nurse_036@hospital.com,nurse,10.0.0.51,16,desktop,page_view_medical_records,11,0.3,medium,2025-08-26T16:26:55.007565,False,True,False,False,short
doctor_022,doctor_022,doctor_022@hospital.com,doctor,172.16.0.10,18,desktop,unauthorized_access_attempt,47,0.5,high,2025-09-12T18:12:42.007565,False,False,False,True,medium
nurse_045,nurse_045,nurse_045@hospital.com,nurse,99.240.1.2,23,mobile,access_patient_record,13,0.35,medium,2025-09-09T23:39:00.007565,False,False,False,False,short
nurse_035,nurse_035,nurse_035@hospital.com,nurse,210.5.32.146,16,desktop,user_logout,9,0.2,low,2025-09-18T16:03:31.007565,False,True,False,False,short
accountant_075,accountant_075,accountant_075@hospital.com,accountant,210.5.32.147,5,desktop,user_login,10,0.4,medium,2025-09-16T05:42:24.007565,False,False,False,False,short
employee_079,employee_079,employee_079@hospital.com,employee,105.112.96.12,11,desktop,page_view_home,34,0.35,medium,2025-09-15T11:01:36.007565,False,True,False,False,medium
guest_093,guest_093,guest_093@hospital.com,guest,41.203.72.7,6,mobile,page_view_home,8,0.55,high,2025-09-11T06:01:03.007565,False,False,False,False,short
admin_002,admin_002,admin_002@hospital.com,admin,192.168.1.101,23,mobile,page_view_admin_dashboard,1,0.4,medium,2025-09-09T23:13:29.007565,False,False,False,False,short
nurse_049,nurse_049,nurse_049@hospital.com,nurse,81.2.69.144,20,mobile,user_logout,5,0.25,medium,2025-08-25T20:28:28.007565,False,False,False,False,short
nurse_048,nurse_048,nurse_048@hospital.com,nurse,177.1.1.1,20,desktop,page_view_medical_records,38,0.45,medium,2025-09-06T20:32:19.007565,True,False,False,False,medium
accountant_075,accountant_075,accountant_075@hospital.com,accountant,210.5.32.147,11,desktop,user_logout,9,0.35,medium,2025-09-05T11:02:22.007565,False,True,False,False,short
employee_077,employee_077,employee_077@hospital.com,employee,27.72.59.13,14,mobile,page_view_dashboard,27,0.3,medium,2025-09-18T14:44:25.007565,False,True,False,False,short
employee_084,employee_084,employee_084@hospital.com,employee,41.203.72.5,3,tablet,user_logout,18,0.55,high,2025-08-26T03:33:41.007565,False,False,False,False,short
nurse_037,nurse_037,nurse_037@hospital.com,nurse,99.240.1.2,21,mobile,user_logout,3,0.25,medium,2025-08-21T21:00:17.007565,False,False,False,False,short
admin_001,admin_001,admin_001@hospital.com,admin,41.203.72.6,20,mobile,user_login,26,0.4,medium,2025-08-24T20:57:17.007565,True,False,False,False,short
nurse_040,nurse_040,nurse_040@hospital.com,nurse,81.2.69.144,12,desktop,user_logout,72,0.3,medium,2025-09-13T12:07:35.007565,True,True,False,False,medium
employee_084,employee_084,employee_084@hospital.com,employee,41.203.72.5,20,desktop,user_logout,23,0.45,medium,2025-08-29T20:31:37.007565,False,False,False,False,short
nurse_054,nurse_054,nurse_054@hospital.com,nurse,99.240.1.2,3,mobile,click_nav_medical_header,2,0.4,medium,2025-09-19T03:10:08.007565,False,False,False,False,short
nurse_045,nurse_045,nurse_045@hospital.com,nurse,99.240.1.2,12,mobile,page_view_medical_records,15,0.3,medium,2025-08-27T12:33:27.007565,False,True,False,False,short
doctor_024,doctor_024,doctor_024@hospital.com,doctor,105.112.96.12,17,desktop,user_login,26,0.35,medium,2025-09-15T17:44:23.007565,False,True,False,False,short
manager_004,manager_004,manager_004@hospital.com,manager,1.128.0.2,5,desktop,page_view_admin_dashboard,5,0.4,medium,2025-08-31T05:04:55.007565,True,False,False,False,short
contractor_065,contractor_065,contractor_065@hospital.com,contractor,24.114.123.46,20,desktop,access_financial_report,27,0.45,medium,2025-08-22T20:25:02.007565,False,False,False,False,short
employee_077,employee_077,employee_077@hospital.com,employee,27.72.59.13,10,mobile,user_login,14,0.3,medium,2025-09-18T10:14:56.007565,False,True,False,False,short
nurse_035,nurse_035,nurse_035@hospital.com,nurse,210.5.32.146,20,desktop,access_patient_record,17,0.25,medium,2025-09-13T20:00:06.007565,True,False,False,False,short
nurse_057,nurse_057,nurse_057@hospital.com,nurse,41.203.72.5,15,mobile,page_view_medical_records,8,0.3,medium,2025-08-31T15:14:39.007565,True,True,False,False,short
doctor_016,doctor_016,doctor_016@hospital.com,doctor,81.2.69.144,19,desktop,page_view_medical_records,16,0.3,medium,2025-08-24T19:21:11.007565,True,False,False,False,short
guest_100,guest_100,guest_100@hospital.com,guest,203.1.1.1,14,desktop,page_view_dashboard,59,0.45,medium,2025-08-29T14:21:25.007565,False,True,False,False,medium
contractor_061,contractor_061,contractor_061@hospital.com,contractor,1.128.0.2,12,desktop,page_view_financial_data,35,0.45,medium,2025-08-24T12:05:43.007565,True,True,False,False,medium
nurse_052,nurse_052,nurse_052@hospital.com,nurse,24.114.123.45,13,mobile,page_view_prescriptions,19,0.25,medium,2025-09-19T13:39:48.007565,False,True,False,False,short
employee_078,employee_078,employee_078@hospital.com,employee,81.2.69.144,8,mobile,user_logout,28,0.4,medium,2025-09-18T08:48:15.007565,False,False,False,False,short
guest_098,guest_098,guest_098@hospital.com,guest,210.5.32.148,3,mobile,page_view_dashboard,17,0.5,high,2025-08-23T03:01:28.007565,True,False,False,False,short
nurse_052,nurse_052,nurse_052@hospital.com,nurse,24.114.123.45,20,mobile,user_logout,5,0.3,medium,2025-08-25T20:56:51.007565,False,False,False,False,short
doctor_011,doctor_011,doctor_011@hospital.com,doctor,1.128.0.1,22,desktop,user_login,34,0.35,medium,2025-09-12T22:05:36.007565,False,False,False,False,medium
nurse_042,nurse_042,nurse_042@hospital.com,nurse,41.203.72.6,7,desktop,access_patient_record,17,0.25,medium,2025-09-01T07:50:12.007565,False,False,False,False,short
nurse_052,nurse_052,nurse_052@hospital.com,nurse,24.114.123.45,9,mobile,page_view_prescriptions,12,0.25,medium,2025-09-16T09:17:07.007565,False,True,False,False,short
contractor_061,contractor_061,contractor_061@hospital.com,contractor,1.128.0.2,3,desktop,user_login,8,0.5,high,2025-09-20T03:20:06.007565,True,False,False,False,short
employee_090,employee_090,employee_090@hospital.com,employee,24.114.123.46,5,mobile,user_login,20,0.45,medium,2025-09-13T05:24:06.007565,True,False,False,False,short
nurse_054,nurse_054,nurse_054@hospital.com,nurse,1.128.0.2,21,mobile,page_view_medical_records,4,0.3,medium,2025-08-31T21:06:24.007565,True,False,False,False,short
nurse_054,nurse_054,nurse_054@hospital.com,nurse,1.128.0.2,17,mobile,page_view_medical_records,6,0.25,medium,2025-08-27T17:25:12.007565,False,True,False,False,short
guest_095,guest_095,guest_095@hospital.com,guest,210.5.32.147,3,mobile,page_view_home,33,0.5,high,2025-08-24T03:40:28.007565,True,False,False,False,medium
guest_091,guest_091,guest_091@hospital.com,guest,24.114.123.45,13,desktop,user_login,19,0.4,medium,2025-09-04T13:56:42.007565,False,True,False,False,short
accountant_072,accountant_072,accountant_072@hospital.com,accountant,86.1.2.3,19,mobile,user_logout,11,0.35,medium,2025-08-23T19:39:23.007565,True,False,False,False,short
doctor_013,doctor_013,doctor_013@hospital.com,doctor,203.1.1.1,11,desktop,user_login,11,0.35,medium,2025-09-16T11:08:09.007565,False,True,False,False,short
employee_080,employee_080,employee_080@hospital.com,employee,203.1.1.1,2,mobile,page_view_home,5,0.35,medium,2025-09-13T02:36:00.007565,True,False,False,False,short
employee_076,employee_076,employee_076@hospital.com,employee,27.72.59.12,22,mobile,page_view_dashboard,7,0.45,medium,2025-09-17T22:27:17.007565,False,False,False,False,short
doctor_008,doctor_008,doctor_008@hospital.com,doctor,24.114.123.46,12,mobile,user_logout,36,0.3,medium,2025-09-10T12:53:45.007565,False,True,False,False,medium
guest_094,guest_094,guest_094@hospital.com,guest,86.1.2.4,14,desktop,user_logout,36,0.5,high,2025-09-07T14:46:30.007565,True,True,False,False,medium
nurse_032,nurse_032,nurse_032@hospital.com,nurse,99.240.1.2,23,desktop,page_view_medical_records,14,0.35,medium,2025-08-23T23:55:19.007565,True,False,False,False,short
contractor_064,contractor_064,contractor_064@hospital.com,contractor,10.0.0.51,2,new,user_login,9,0.55,high,2025-08-28T02:50:38.007565,False,False,False,False,short
doctor_026,doctor_026,doctor_026@hospital.com,doctor,82.67.166.3,10,desktop,page_view_prescriptions,74,0.4,medium,2025-08-29T10:35:19.007565,False,True,False,False,medium
doctor_013,doctor_013,doctor_013@hospital.com,doctor,82.67.166.3,5,desktop,user_login,4,0.5,high,2025-09-07T05:16:47.007565,True,False,False,False,short
nurse_040,nurse_040,nurse_040@hospital.com,nurse,81.2.69.144,13,desktop,page_view_prescriptions,19,0.3,medium,2025-08-24T13:18:55.007565,True,True,False,False,short
employee_088,employee_088,employee_088@hospital.com,employee,86.1.2.3,0,desktop,user_logout,63,0.4,medium,2025-09-14T00:32:40.007565,True,False,False,False,medium
contractor_061,contractor_061,contractor_061@hospital.com,contractor,1.128.0.2,23,desktop,user_logout,17,0.5,high,2025-09-07T23:45:18.007565,True,False,False,False,short
guest_096,guest_096,guest_096@hospital.com,guest,203.1.1.1,3,mobile,user_login,21,0.6,high,2025-09-06T03:02:28.007565,True,False,False,False,short
nurse_033,nurse_033,nurse_033@hospital.com,nurse,24.114.123.47,9,mobile,user_logout,82,0.3,medium,2025-09-05T09:47:04.007565,False,True,False,False,medium
guest_091,guest_091,guest_091@hospital.com,guest,24.114.123.45,4,desktop,page_view_home,42,0.45,medium,2025-09-06T04:28:50.007565,True,False,False,False,medium
accountant_068,accountant_068,accountant_068@hospital.com,accountant,24.114.123.46,6,mobile,click_nav_financial_header,11,0.45,medium,2025-08-27T06:08:15.007565,False,False,False,False,short
nurse_055,nurse_055,nurse_055@hospital.com,nurse,192.168.1.101,4,desktop,click_nav_medical_header,29,0.4,medium,2025-09-14T04:53:41.007565,True,False,False,False,short
employee_088,employee_088,employee_088@hospital.com,employee,86.1.2.3,12,desktop,page_view_dashboard,1,0.35,medium,2025-09-14T12:04:43.007565,True,True,False,False,short
nurse_038,nurse_038,nurse_038@hospital.com,nurse,24.114.123.45,16,desktop,user_logout,5,0.3,medium,2025-09-19T16:23:02.007565,False,True,False,False,short
doctor_008,doctor_008,doctor_008@hospital.com,doctor,24.114.123.46,3,mobile,page_view_prescriptions,21,0.35,medium,2025-09-15T03:25:38.007565,False,False,False,False,short
employee_084,employee_084,employee_084@hospital.com,employee,41.203.72.5,21,desktop,page_view_home,9,0.45,medium,2025-08-28T21:07:08.007565,False,False,False,False,short
employee_089,employee_089,employee_089@hospital.com,employee,8.8.8.10,12,mobile,user_login,15,0.5,high,2025-08-26T12:53:51.007565,False,True,False,False,short
doctor_026,doctor_026,doctor_026@hospital.com,doctor,203.1.1.1,2,desktop,access_patient_record,27,0.35,medium,2025-09-17T02:11:31.007565,False,False,False,False,short
guest_093,guest_093,guest_093@hospital.com,guest,84.16.230.44,2,mobile,page_view_home,28,0.65,high,2025-09-01T02:25:37.007565,False,False,False,False,short
doctor_016,doctor_016,doctor_016@hospital.com,doctor,81.2.69.144,9,desktop,page_view_medical_records,12,0.25,medium,2025-08-22T09:36:31.007565,False,True,False,False,short
manager_005,manager_005,manager_005@hospital.com,manager,86.1.2.4,10,desktop,user_login,148,0.45,medium,2025-08-24T10:02:21.007565,True,True,False,False,long
doctor_008,doctor_008,doctor_008@hospital.com,doctor,24.114.123.46,14,mobile,access_patient_record,29,0.3,medium,2025-08-24T14:25:12.007565,True,True,False,False,short
guest_091,guest_091,guest_091@hospital.com,guest,24.114.123.45,17,desktop,page_view_dashboard,43,0.4,medium,2025-09-05T17:14:57.007565,False,True,False,False,medium
employee_090,employee_090,employee_090@hospital.com,employee,24.114.123.46,15,mobile,page_view_dashboard,4,0.4,medium,2025-09-15T15:47:30.007565,False,True,False,False,short
nurse_028,nurse_028,nurse_028@hospital.com,nurse,24.114.123.47,5,desktop,page_view_prescriptions,46,0.3,medium,2025-09-12T05:58:04.007565,False,False,False,False,medium
contractor_064,contractor_064,contractor_064@hospital.com,contractor,10.0.0.51,11,known,user_logout,14,0.5,high,2025-09-11T11:52:41.007565,False,True,False,False,short
nurse_042,nurse_042,nurse_042@hospital.com,nurse,41.203.72.6,6,desktop,user_login,99,0.25,medium,2025-08-29T06:55:32.007565,False,False,False,False,medium
guest_097,guest_097,guest_097@hospital.com,guest,177.1.1.1,2,mobile,user_login,24,0.65,high,2025-08-31T02:19:18.007565,True,False,False,False,short
accountant_074,accountant_074,accountant_074@hospital.com,accountant,172.16.0.10,13,mobile,user_login,47,0.5,high,2025-09-04T13:54:56.007565,False,True,False,False,medium
employee_082,employee_082,employee_082@hospital.com,employee,41.203.72.7,10,desktop,unauthorized_access_attempt,16,0.5,high,2025-09-14T10:22:12.007565,True,True,False,True,short
employee_088,employee_088,employee_088@hospital.com,employee,177.1.1.1,23,desktop,page_view_dashboard,7,0.5,high,2025-08-25T23:16:07.007565,False,False,False,False,short
accountant_068,accountant_068,accountant_068@hospital.com,accountant,24.114.123.46,16,desktop,click_nav_financial_header,53,0.3,medium,2025-09-15T16:26:06.007565,False,True,False,False,medium
admin_001,admin_001,admin_001@hospital.com,admin,86.1.2.4,14,mobile,navigate_to_admin,14,0.45,medium,2025-09-08T14:43:24.007565,False,True,False,False,short
employee_077,employee_077,employee_077@hospital.com,employee,27.72.59.13,14,mobile,page_view_dashboard,38,0.3,medium,2025-09-11T14:31:28.007565,False,True,False,False,medium
guest_098,guest_098,guest_098@hospital.com,guest,210.5.32.148,15,mobile,failed_login_attempt,8,0.6,high,2025-09-10T15:42:16.007565,False,True,False,True,short
admin_002,admin_002,admin_002@hospital.com,admin,8.8.8.10,3,mobile,user_login,22,0.5,high,2025-09-01T03:07:44.007565,False,False,False,False,short
employee_080,employee_080,employee_080@hospital.com,employee,203.1.1.1,11,mobile,page_view_dashboard,51,0.3,medium,2025-08-27T11:46:54.007565,False,True,False,False,medium
contractor_065,contractor_065,contractor_065@hospital.com,contractor,24.114.123.46,23,desktop,user_logout,12,0.45,medium,2025-09-19T23:19:27.007565,False,False,False,False,short
nurse_047,nurse_047,nurse_047@hospital.com,nurse,41.203.72.7,14,mobile,user_login,9,0.2,low,2025-08-27T14:16:08.007565,False,True,False,False,short
nurse_031,nurse_031,nurse_031@hospital.com,nurse,81.2.69.143,1,mobile,page_view_medical_records,22,0.25,medium,2025-09-15T01:23:30.007565,False,False,False,False,short
admin_001,admin_001,admin_001@hospital.com,admin,41.203.72.6,4,mobile,user_login,15,0.4,medium,2025-09-06T04:00:20.007565,True,False,False,False,short
employee_078,employee_078,employee_078@hospital.com,employee,177.1.1.2,8,mobile,user_logout,29,0.5,high,2025-08-25T08:04:50.007565,False,False,False,False,short
contractor_062,contractor_062,contractor_062@hospital.com,contractor,10.0.0.51,3,mobile,access_financial_report,19,0.45,medium,2025-09-06T03:39:02.007565,True,False,False,False,short
nurse_031,nurse_031,nurse_031@hospital.com,nurse,81.2.69.143,4,mobile,click_nav_medical_header,10,0.25,medium,2025-09-13T04:33:05.007565,True,False,False,False,short
guest_095,guest_095,guest_095@hospital.com,guest,91.64.1.1,4,mobile,user_logout,38,0.6,high,2025-09-03T04:04:54.007565,False,False,False,False,medium
